#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166,taxonomy
PWY-6385,46794,17417,10280,11225,29114,28834,17290,55851,124187,11531,16282,43668,46084,15033,50504,16061,35029,15478,24987,23301,45341,27721,46940,39421,46487,54514,23856,67652,33915,42422,58967,39665,26048,37449,21531,11869,14827,57411,103391,14723,14808,23943,17425,46231,36936,43186,28094,25305,25133,50172,25521,50834,41213,29710,27078,43725,13166,23394,44061,94976,9325,69313,16817,38399,10090,39694,10318,67821,40501,9777,105004,52936,56182,14039,10684,61085,24881,43802,40698,14989,16539,24556,50615,14031,35696,9703,37745,9011,36163,90619,88656,50167,57198,13675,73455,125475,70085,26277,171762,64123,42834,61522,12734,42955,104842,22227,34429,98355,80967,98222,129053,75713,216387,90927,119042,67882,53579,14738,48152,82798,39511,9117,157090,64585,43047,163044,131905,191581,93240,108445,186527,
PWY-6386,46165,17468,10163,11171,28685,28449,17086,54396,121949,11402,16196,43063,44873,15296,49653,16216,34619,15308,24576,22913,44976,27362,46219,38305,45755,54120,23651,66223,33919,42294,57798,39288,25741,36871,21281,11713,14628,57045,100205,14549,14802,23633,17229,45227,36601,42346,27713,24962,24472,49290,25953,49453,40826,29295,26725,42248,13010,22929,43091,93465,9197,68374,16600,38528,9974,39585,10206,66862,39779,9651,103455,52208,55328,13849,10656,59539,24599,42603,40342,14814,16950,24726,49777,13873,34698,9654,37596,8932,34863,89911,87532,49995,57756,13528,72908,127013,71463,25636,169181,63908,42018,61238,12837,42294,106120,21614,33996,97309,82081,96719,127581,74075,212974,88716,120309,66872,52864,14520,47533,81485,39084,9064,154941,63606,42464,159488,131131,188206,95883,107505,182617,
PWY-6387,48373,18284,10436,11478,29847,29402,17550,57111,127318,11766,16621,44506,47076,15660,51841,16936,35872,15785,25518,23830,46965,28211,48180,40247,47549,56411,24305,69255,34352,43208,60422,40653,26440,38118,21867,12046,15088,60393,105357,14945,15445,24299,17881,47250,38204,44224,28608,25835,25697,51471,27156,52022,42809,30195,27833,44639,13365,23929,45094,97429,9541,71324,17065,40088,10278,40800,10596,69527,41334,9923,107929,54200,57748,14394,10886,62524,25259,44764,41521,15247,17954,25014,51867,14243,36832,9879,38960,9193,36867,93232,91305,51719,58366,14040,74601,128016,71305,26769,176962,65406,44035,62745,13452,44210,106972,22688,35099,101227,82787,101035,132902,77744,222728,93266,121523,69757,54823,15021,49353,85138,40383,9334,161612,66007,43972,166833,136155,196598,95262,111946,193480,
PWY-6396,498,555,0,2274,2467,927,63,1790,18918,562,275,995,667,176,357,279,286,727,328,649,1271,499,238,1052,603,1200,363,492,936,2723,5999,253,0,276,79,0,51,533,356,51,194,0,122,1283,396,828,592,443,255,312,180,695,945,230,3013,1005,0,1694,3252,1005,194,1856,0,1133,164,639,570,1460,1236,0,239,2482,193,0,545,373,0,227,1877,491,105,130,275,0,68,195,528,61,240,16462,1082,1191,173,150,25848,2465,2313,229,207,887,114,562,171,394,226,123,24376.3111,2254,513,511,32318,210,1207,15506,802,383,383,141,1238,260,403,134,728,12648,408,7278,78,193,3080,264,529,
PWY-6397,0,2,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.33,0,0.3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4487,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5948,5,2,0,0,0,0,0,0,0,2,0,0,6,0.4914,4,0,2,3,
PWY-6467,3847,2388,7011,1940,2791,3390,12008,853,4140,2967,1718,9069,2736,4873,1546,4287,4471,3660,4465,3251,6006,15801,5332,1810,3150,6427,3024,5532,10936,4136,2028,2897,18091,22351,14442,8083,9313,6648,10179,10261,2542,16288,1660,4037,4444,5730,15642,3046,2682,2989,9383,1340,6133,18671,1763,9780,9154,1250,5432,4548,1431,5722,11551,9119,2825,9797,1327,8010,3381,6681,6976,14092,1899,3428,3300,2082,16948,2017,7199,9311,5935,2310,3778,9520,11331,2620,6767,1497,5000,10015,9881,13346,16548,1088,47214,1380,6697,7436,9927,25890,807,24131,4003,1641,2653,3664,17186,4583,2616,5792,23315,845,6595,10594,7391,8078,16876,6288,4134,6350,13890,1568,8365,17006,14776,23471,25332,39602,21423,13806,17187,
PWY-6470,3078,769,0,4583,5245,1627,75,3452,37075,937,204,1831,912,93,529,23,524,986,328,581,294,561,282,1886,270,2062,168,595,83,819,11863,26,31,246,80,0,54,1352,478,53,278,14,142,2162,955,1280,458,552,471,312,159,1615,1177,206,6617,1995,0,4336,6509,831,323,3231,0,2141,63,378,1015,2696,964,0,228,7085,180,61,1463,694,17,281,7464,909,223,119,290,11,1086,11,45,57,442,6300,4090,1694,596,8,16177,7753,549,180,1122,4549,0,1634,180,1659,426,56,490,7707,1104,8936,8739,176,4048,6022,3213,5511,133,0,19882,2907,332,43,3274,4860,0,72165,1764,6035,22,1911,13780,
PWY-6471,42427,13473,1028,9824,26850,24061,1483,53324,116248,9925,13600,38656,34412,8252,46478,12537,31628,12878,22316,21080,37969,15510,42862,36822,43651,48835,18810,61204,18459,36302,53931,35071,1694,27013,6673,2951,9357,51444,88729,1173,12241,4362,15592,41721,33772,40800,17510,23177,23527,46691,17285,47868,37497,15644,24637,40037,1280,22216,40220,85873,8581,64188,837,32161,8534,32610,9271,61281,36683,1826,93745,49391,50767,11413,8221,55696,1572,40494,34323,8244,10808,16330,46242,842,31433,7926,31602,7312,33359,66366,79870,35888,27718,11677,39015,73348,11335,21885,167865,41654,41386,38998,9190,40132,59597,20100,23266,90323,45036,92681,89457,75434,209669,44505,68922,62548,41166,10318,39114,77081,29350,7018,144563,17127,30565,156574,136002,190612,23846,111477,235968,
PWY-6478,1268,698,0,448,208,1173,0,375,1960,682,714,660,715,328,363,214,703,767,497,754,751,368,212,292,1799,800,913,302,1689,773,1015,1390,0,176,0.8,6,39,685,479,0,125,16,238,655,1216,1168,484,698,209,265,549,239,820,137,169,2693,0,416,571,1757,127,764,0,895,227,1069,318,690,1365,0,501,1219,470,47,836,240,0,100,2535,35,193,574,881,0,4301,170,1553,369,1041,556,2973,3608,1039,324,211,78,348,271,359,2419,138,2278,84,199,199,140,217,139,105,1075,1400,168,1836,740,239,550,359,104,502,398,859,168,1449,677,503,1489,675,1578,9895,1090,161,
PWY-6507,5606,3981,7331,2335,3116,5753,12412,1281,6441,4193,2996,13127,4917,4592,2309,4580,6758,4579,7040,4980,8291,17397,5828,2958,6502,7366,6175,8643,4090,5510,3109,5612,18646,24043,15041,8529,9850,9899,14270,10615,2970,17142,2123,5188,6128,7591,17176,5693,3990,3518,10055,1877,8566,20172,1673,15278,9492,2092,6922,5784,1919,7155,12128,11741,3858,16179,1536,10617,7814,7021,7270,16116,2345,3808,4873,2853,17569,2836,12032,9978,6380,3666,5092,10014,19753,3184,7011,2723,5551,23994,14997,16686,17368,1697,6273,2036,9944,8564,12556,32483,871,27592,4925,2026,3558,4453,2283,5614,3542,9084,54931,1763,10446,54409,8578,10152,19563,7282,7310,7697,17181,2323,12894,42899,15874,20735,33075,27064,50070,11645,19576,
PWY-6519,694,1037,6117,2186,1108,3030,10741,1480,1100,3354,285,759,1670,253,269,1257,645,3160,1698,791,1132,15184,262,387,1955,1417,624,546,629,4043,555,394,16170,21312,12719,7147,8871,304,453,9158,97,14400,618,616,1276,8373,15310,774,160,839,149,255,1233,17326,1559,10433,8188,1549,702,614,284,954,10142,752,1681,746,254,535,1099,5889,334,18579,548,612,3457,142,14758,126,7933,8961,349,997,814,8339,10413,2451,661,497,4023,16458,3247,1813,244,298,84469,377,6314,485,233,2889,90,811,270,203,221,208,31694,267,413,796,39900,145,761,16315,265,809,721,237,2272,531,707,293,523,26662,953,478,571,122,2409,591,42,
PWY-6545,7648,2570,0,2704,1325,4894,68,2702,10452,2309,2226,8738,3233,3286,1379,2610,2929,3833,2977,4403,8644,2446,1222,2327,5819,6458,3294,3801,11311,5030,4315,4309,156,1224,153,0,264,4716,8649,0,1931,219,1762,5470,7583,4015,3106,5042,1964,1091,5811,1910,6536,1107,1710,2238,98,2664,4930,8365,1042,6541,68,5856,1276,5992,1565,4387,4914,116,2001,9496,1760,1293,2570,1888,75,2389,8713,349,3947,3717,3847,96,2473,1085,9016,1535,915,5437,9474,14756,9235,1049,1863,1750,6203,2886,2320,8426,240,12326,2228,1840,2437,1239,1516,2317,2881,4190,6690,243,6790,5157,3731,1680,3097,1571,2534,1151,4756,911,8681,12577,7735,44800,3595,58613,9738,31818,13468,
PWY-6562,13,86,6,36,0,45,47,26,25,103,0,0,0,0,0,12,0,86,31,0,0,855,0,0,0,0,13,0,0,0,0,0,62,300,29,0,90,0,0,0,0,51,9,0,22,212,749,20,0,29,0,0,21,434,38,0,32,40,0,0.9999,0,0,25,0,42,0,0,0,0,10,0,86,0,0,85,0,53,0,349,216,0,38,14,48,0,38,0,0,0,113,8,0.5999,6,0,6,66,8,0,6,165,0,20,0,9,8,0,2,24,7,0,751,0,9,55,3,5,0,0,0,2,0,0,22,43,0,1,1,6,1,20,4,
PWY-6572,152,85,0,99,37,485,5,161,385,354,119,218,210,96,92,67,176,314,279,204,277,138,47,83,395,235,281,78,294,108,252,121,14,55,0,0,4,138,82,0,39,0,74,108,145,384,172,290,53,48,49,44,238,38,63,1724,0,83,81,452,22,276,6,189,24,286,83,92,355,0,140,928,96,13,407,74,17,22,552,9,69,218,269,0,3190,48,173,43,564,103,7666,823,124,73,67,38,78,27,155,612,4,351,29,184,140,0,34,117,61,859,360,31,1653,176,186,203,66,0,66,262,96,22,876,182,79,1891,1300,31,2067,976,14,
PWY-6588,1716,828,6334,1648,496,3161,10886,1017,2380,2765,753,1114,1208,356,383,923,703,2098,1430,767,818,15648,169,298,1731,1240,1385,301,2312,3118,1070,1330,16426,20561,13074,7199,8585,732,339,9294,211,14565,415,964,1817,7905,15834,1441,217,200,381,287,1478,17199,656,8292,8289,1390,657,2388,171,1274,10298,751,1239,1798,374,440,1798,5958,422,14668,356,306,2833,303,15372,45,8643,8738,154,1462,1092,8608,7014,2200,2062,846,2740,1915,5104,11304,1011,1245,444,503,1503,328,395,4536,130,2438,335,261,1097,8,181,742,711,1754,2478,316,3315,2282,477,870,426,6,755,557,310,71,3250,1560,603,1718,2095,1575,29238,2290,346,
PWY-6590,1700,912,0.7706,1682,535,2529,34,1072,963,1604,117,814,1191,172,311,721,531,1847,1580,637,1159,1545,269,311,831,1203,422,485,803,4641,500,243,77,452,14,11,57,541,391,0,139,95,441,608,1350,2977,1124,703,209,505,91,382,1039,691,943,2110,0,1189,658,298,234,687,20,671,425,651,185,461,1084,0,235,5802,480,193,1854,215,63,96,5719,475,284,930,568,18,2541,496,740,451,415,2230,210,1362,168,247,5679,135,1520,131,105,1236,50,470,118,83,150,29,212,163,417,2452,4117,86,431,2965,132,1115,297,47,3065,677,392,113,321,2241,280,3348,2332,1823,863,2337,550,
PWY-6608,5132,2813,10321,3994,2475,6895,17691,1892,5471,6986,2492,10809,3456,2955,2332,2611,7027,4980,5603,3060,7640,27321,2036,1416,6779,4244,4391,3456,4955,7239,2960,3627,26676,36286,21496,11953,14756,1983,2804,15111,527,24106,2218,2375,5454,20726,28061,5533,1339,2586,2502,688,3878,29409,2461,17523,13480,3359,2530,5075,1320,4547,16996,7538,3892,11328,1119,7314,6927,9865,2363,37131,1473,1731,7401,503,25010,811,18985,15075,1388,3809,4276,14025,22939,5299,6922,1960,7887,41386,17271,13958,4105,2465,74493,1844,18727,3067,3203,15096,1084,12088,1432,1867,2819,1673,26843,2397,3229,4968,85783,2405,10041,80916,3742,3844,4896,1636,7809,2816,12246,2688,14201,67807,4752,4644,7072,8667,43210,6790,2750,
PWY-6609,31062,19862,7788,10257,28298,26168,13289,35100,110673,10011,15740,48104,56150,14184,49836,13801,34355,14567,23974,20917,50434,21651,45383,25043,43005,52343,23944,58486,27921,47246,50142,38052,20024,28507,16263,8988,11431,39644,90233,11347,11707,18106,17104,33405,28965,35592,22268,25999,15878,48776,26571,31535,31223,22624,26356,22234,10133,18635,30182,88366,9109,68098,12746,35872,9126,41564,9980,68335,37501,7411,102731,43616,56036,12577,9484,36067,18836,31702,37138,11638,17498,25493,46890,10600,24160,7812,29059,9202,13290,76282,82441,50547,53246,12418,40693,104621,62625,18493,142276,63351,33364,59484,11861,38057,88466,14258,23005,81804,66000,84207,103242,56215,187048,84456,105888,58228,49208,13038,40152,68578,40569,9256,139490,57465,37133,96343,106946,92593,130820,94718,110652,
PWY-6612,12236,4647,9542,5715,4765,10839,16457,7977,24585,6913,4078,14097,5877,5983,2393,5143,8032,7403,7594,6801,16725,23139,2582,4513,10820,9928,6385,5179,15060,26672,10262,5686,24807,33071,19786,11088,13397,7391,12816,14048,2987,22377,2726,10224,11942,18845,23306,7641,3008,3682,9881,3331,10463,26498,4833,18103,12530,7059,10910,11202,1908,10683,15814,10067,3733,9553,2645,7827,14514,9163,3898,29031,2780,2527,6689,3097,23122,3268,20075,13420,6741,5943,7306,12964,18941,4227,15012,2492,8345,40609,25499,22839,16360,2988,78744,8589,14419,6069,9755,23353,2211,24756,3568,6452,6762,3221,28663,11014,6056,15730,84124,4107,22113,50122,13698,11279,9392,3847,28518,8541,10261,1967,20138,48619,14386,54179,12113,65304,47134,39631,17494,
PWY-6628,12020,8153,7462,3940,2965,6459,12905,2460,8310,4855,1404,2979,6769,7534,1054,7846,3767,5445,6451,3718,16328,18646,3497,1759,4048,10364,2529,3103,7490,9356,3718,3458,19433,24504,15390,8582,10272,15866,6565,11013,4881,17328,2483,4632,10909,10386,18536,1660,2872,1699,13558,2675,12046,20592,3085,10628,9840,3389,6313,4917,922,7728,12245,14910,4138,12028,1688,4336,3514,7092,5635,21465,2387,4739,5495,4177,18017,1583,16251,10614,9728,2487,2565,10173,11035,4488,13427,1703,5177,40969,6059,20165,11613,2275,80045,4133,28390,6158,11934,16743,1436,10109,6214,1942,3295,3319,28611,9225,11147,7343,73186,1948,7718,68949,6482,5857,6556,3168,12103,4384,8018,2066,6153,63025,9645,31848,16994,51079,33240,13544,13669,
PWY-6629,469,671,3538,1494,822,2420,6382,959,455,2382,55,557,1414,71,136,1079,347,1758,1304,487,375,8613,132,213,563,1011,338,341,423,3273,320,159,9612,11211,7313,3925,5094,21,244,5443,47,7922,503,381,803,5442,8646,493,74,236,54,118,688,9347,991,5366,4864,1195,473,95,192,403,5595,364,1388,490,118,341,491,3240,106,9837,369,514,2327,62,8548,64,7050,5222,178,864,328,4822,5313,1574,432,403,2019,1279,1799,337,583,0,476,522,670,1411,750,3571,0,493,0,704,713,100,261,651,577,274,1744,0,1443,743,664,162,63,0,794,176,0,93,1781,1005,58,1,1,1,1,1,1,
PWY-6630,11721,7884,7301,3823,2821,6324,12646,2437,8212,4695,1383,2948,6650,7121,1052,7391,3683,5254,6187,3626,15868,18151,3195,1723,3989,9873,2488,3024,7351,9165,3681,3389,19044,23968,15060,8396,10067,15006,6475,10792,4528,16953,2373,4521,10594,10097,18093,1643,2708,1634,12705,2567,11493,20118,2989,10176,9643,3319,6081,4860,894,7447,11979,14091,3904,11465,1640,4218,3478,6937,5153,20749,2314,4400,5303,3849,17629,1556,15865,10393,9161,2443,2521,9952,10580,4224,13075,1665,4879,40513,6069,20173,11036,2275,42735,4122,27999,5852,11167,16532,1385,10033,5917,1930,3227,3123,10850,9075,10793,7290,72502,1901,7662,70641,6302,5646,5886,2826,12264,4201,7735,2009,6119,63545,8900,31255,15454,50015,33746,13334,12516,
PWY-6690,84,95,1616,221,116,311,2918,160,89,451,11,96,196,15,32,140,62,244,164,69,71,3489,26,38,83,153,53,68,70,385,62,32,4395,4972,3338,1784,2296,0.5455,55,2489,9,3596,72,66,113,1354,3508,70,14,46,12,24,103,4096,158,1399,2222,188,82,23,28,72,2546,66,210,81,20,69,85,1473,28,2400,70,70,396,14,3906,14,1179,2282,30,113,60,2197,1073,321,73,53,426,389,230,27,61,0,66,863,101,369,49,825,0,49,0,124,81,6,37,219,111,16,234,0,214,157,55,9,4,0,118,11,0,7,249,200,4,4,1,2,2,1,1,
PWY-6700,7091,7417,7489,4656,5426,8379,12801,2211,15861,4898,3821,15110,31349,7723,3124,6716,7962,6294,7765,6293,17953,18838,10023,3266,6002,11144,6725,11368,18820,25855,6301,5050,19284,25240,15511,8767,10316,11031,39272,10946,4011,17645,3097,8309,7784,9926,18674,5417,4451,5704,14386,2436,9783,21015,3773,12307,9764,2806,8977,7804,2685,9445,12485,15395,4371,17273,2264,14514,9956,7239,12808,23617,3470,5476,5516,3482,18095,5672,13844,10524,9146,4206,7535,10169,14838,4080,10336,3527,6795,33059,17309,21228,24534,2497,53048,7726,19151,9900,17880,35520,1680,32640,5630,3177,5742,5302,21218,10413,5331,14152,65254,2186,14420,60881,13361,14554,24052,7930,18954,11622,19154,2600,15996,45518,19561,34703,38145,49358,66600,17479,16186,
PWY-6703,6956,3504,7057,3391,3294,5782,12085,1649,6450,3897,2884,11771,3794,5783,2297,4946,5435,4666,5614,4747,8353,16147,5727,2576,4808,7506,4942,6778,21270,6580,2898,3752,18209,22815,14540,8136,9441,8018,12552,10326,3017,16410,2052,5828,7149,7879,16112,4433,3371,3601,11189,1940,7755,18876,2394,10759,9213,2199,7425,6152,1752,6601,11626,10849,3312,12137,1673,9222,6031,6726,7416,17161,2296,3848,4301,2710,17063,2669,11647,9436,6957,3441,5237,9589,12840,2931,11117,2207,5289,15610,13232,16983,17963,1638,58093,2276,9030,8431,11355,28922,1198,27185,4480,2430,3826,4347,19808,5789,3598,9405,34824,1480,10047,17373,9857,10030,18419,6831,16988,7962,15374,1866,12021,25764,16355,31472,30943,50887,37137,19916,19838,
PWY-6708,596,456,6639,1161,527,1592,11398,755,864,1990,38,366,862,124,155,724,236,1202,851,452,583,14580,121,173,459,706,307,291,922,2187,570,127,17171,21489,13707,7631,8966,172,226,9729,123,15383,332,359,726,5823,14675,384,114,274,59,90,799,17595,837,5695,8682,952,393,564,139,397,10891,413,906,408,118,214,529,6300,79,12503,254,312,2003,69,16054,69,5297,8901,168,560,328,9026,4927,1563,522,252,2021,16811,222,1046,126,182,56741,238,4054,327,128,789,108,419,199,74,131,157,20166,170,418,579,40609,178,337,22238,154,425,454,182,1339,279,469,155,220,24404,570,17,11,6,417,26,2,
PWY-6728,207,126,0,178,97,76,0,34,102,21,15,182,74,23,16,213,58,212,261,128,117,95,34,50,44,244,63,85,213,78,67,37,0,35,0,0,0,8,61,0,25,0,78,70,253,62,134,83,33,38,14,29,273,22,122,0,0,33,104,32,47,125,0,96,127,111,42,78,130,0,21,703,40,112,67,13,0,17,130,0,72,112,74,0,0,86,196,63,0,207,152,91,168,0,52,0,58,73,99,784,0,347,0,59,53,0,0,152,129,108,383,0,175,120,86,26,13,0,0,0,0,14,151,70,24,7,1,10,14,5,2,
PWY-6737,29999,14190,8986,6806,9319,18700,15335,6700,38364,8316,9089,28771,13742,13683,8396,14139,20508,11363,15272,13394,30069,22083,15063,7532,22428,28130,14457,15899,29735,12981,15211,18177,23095,29685,18512,10429,12164,38195,25256,13113,9037,21031,6727,15480,26103,17746,21524,14671,9156,9630,26163,7099,27310,24912,7538,19983,11705,8057,18237,23673,4908,25574,14901,33469,7956,32635,5364,28194,19973,8632,21710,33260,9387,7518,9519,8867,21714,5293,29649,12526,18581,10763,16078,12227,22771,6632,31210,6600,8290,40272,45055,44122,37172,5874,79231,17458,23432,16042,42372,62370,3306,55727,11437,9293,15055,9542,32991,24748,17097,27918,77736,5544,44292,43467,23747,25298,36138,11775,15647,22061,31206,5160,52815,51035,29849,81412,64981,117857,143409,47397,36353,
PWY-6749,54,82,0.58,275,24,247,10,104,179,238,31,59,54,21,38,16,157,411,53,53,194,101,44,32,295,81,60,61,120,515,93,85,0.86,22,0,0,0.58,82,30,0,13,0.58,22,91,58,260,92,46,36,28,11,22,99,37,64,1062,0,56,80,118,21,84,0,62,27,115,25,164,155,0,45,1332,54,3,364,14,0,14,202,11,48,52,93,0.58,1399,14,39,59,324,166,2179,299,191,31,13,224,174,18,153,401,2,271,1,89,158,6,6,221,161,26,173,2,421,154,250,11,29,13,56,10,128,22,497,116,32,181,171,80,2787,190,26,
PWY-6876,0,24,0,112,18,64,0,47,0,59,0,63,0,0,53,0,0,171,55,31,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,26,0.66,105,0,0,0,51,0,0,22,0,14,0,0,37,0,0,0,0,0,0,0,26,0,0,0,0,0,802,0,0,38,0,0,0,204,0,0,0,27,0,0,20,0,0,19,1,1,5,2,17,1,1,1,0,1,2,0,2,1,0,1,0,0,1,1,1,2,0,2,1,1,2,1,0,1,1,0,0,2,2,2,93,5,4,0,2,24,
PWY-6891,1878,467,5040,1067,345,1809,8654,542,1560,1741,413,1157,565,257,147,456,599,920,576,556,563,11363,104,131,1031,856,459,310,9925,1464,636,786,13037,16392,10394,5815,6807,370,197,7393,308,11725,278,475,1649,4321,11387,1010,156,141,382,203,1070,13510,443,4533,6595,781,329,1288,198,969,8305,546,765,920,255,768,513,4805,176,9460,282,225,1918,186,12183,101,5157,6786,184,1123,646,6849,4028,1302,4082,243,1399,1368,2543,1688,850,187,17129,649,843,420,734,2777,43,1446,190,349,603,43,345,750,707,5915,2264,124,2375,1341,932,3414,306,70,25594,1724,1452,281,3833,975,380,1167,280,1350,11762,771,214,
PWY-6892,10159,5172,7657,3829,4177,9841,13050,2383,8423,5523,3996,17853,5697,7382,3243,6110,10084,6196,7679,7562,12966,17912,7153,3335,8080,9514,7792,8278,26258,8042,3994,5918,19663,25096,15792,8816,10310,10151,14433,11150,3990,17785,2894,8002,10057,9669,18002,7037,4585,4576,12945,2348,10299,20690,2579,10269,9950,2900,9367,8071,2734,8603,12593,15319,4684,17037,2049,13423,9041,7290,8953,21795,3047,4543,5817,3429,18513,2821,16161,10315,8063,6225,6810,10409,11596,3680,15821,3179,3788,29133,20027,22796,26534,2431,10848,5144,15079,11331,15755,39212,1198,36514,5830,4075,7207,5974,7379,9580,6630,12781,31985,2078,15543,19194,15903,12752,23134,8271,9940,10696,19390,2750,24233,27648,20380,44771,36887,66530,62846,22443,15838,
PWY-6895,4065,1446,5710,1990,1118,3793,9706,887,3525,3071,1235,4043,1605,1056,448,1688,2028,2590,2020,1821,2023,13373,375,439,2734,2851,1581,1085,13824,3792,1535,2099,14625,18457,11755,6588,7578,1401,698,8295,1085,13290,850,1611,4094,5943,13294,2600,583,486,1603,581,3482,15423,1079,8150,7402,1351,1208,3364,670,2968,9421,2140,2064,3523,767,2672,1689,5450,604,13763,796,880,3482,586,13806,336,8496,7653,770,2327,1982,7763,8862,2376,7811,837,3219,4508,7067,5595,2911,557,43901,1092,2659,1421,2236,9403,123,4974,649,905,1517,143,1139,2075,1766,8728,7573,297,5278,4444,2753,8045,1012,234,10133,4535,4878,868,8444,3276,1275,5660,1771,6519,29280,3780,1483,
PWY-6897,13511,5258,6933,3893,3631,10826,11832,2913,10346,5455,4872,16830,4956,7124,3012,6572,8850,5973,7424,7174,15829,16477,6785,2976,11124,9481,8003,8348,20751,24030,4675,6594,17835,22615,14272,7982,9292,11428,15238,10110,4028,16117,2508,7486,13111,10538,16380,7897,4359,4401,13704,2229,10480,18786,2335,13416,9024,3603,8738,8694,2097,8684,11413,14097,4242,15109,2048,11118,13519,6605,8738,19014,2638,4915,5904,3346,16768,3017,19012,9415,8821,5523,6436,9433,15514,3625,17183,3498,6845,28473,18646,22410,23003,2372,59268,3901,11403,11653,15454,37406,1608,34719,6316,3712,5390,6119,21572,7668,4961,12087,63764,2314,15907,36075,12828,12272,24435,8955,18532,10239,19963,2529,22868,39429,21513,48563,38598,68917,64324,21852,22262,
