#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
DENOVOPURINE2-PWY,14579.3476,4401.9042,8940.5067,14121.6047,27354.7305,13192.3527,15304.1319,16356.8237,10425.3088,10977.3068,23765.0942,19980.5925,66714.6687,18451.311,26750.6435,58228.9066,39685.9602,90175.7062,36350.5879,14491.9847,12316.5247,25839.6472,25001.2348,41319.8908,20830.9698,22957.5799,11264.9863,16048.7001,11495.1053,11008.9464,5561.805,21976.6588,26702.9045,35458.9833,11074.7565,20036.5795,13500.2605,30519.9761,66907.9652,17586.6356,9560.1235,17271.025,13142.8,19883.9193,8602.0318,37449.4893,25743.5999,71136.3653,48932.0802,24084.2696,25887.4806,17852.0842,29009.2231,7619.8931,19105.4707,29156.5595,31165.6177,22123.0034,13465.0839,11708.3384,21470.5073,21420.0545,14580.3931,21752.9819,9995.4233,8168.0194,7041.3063,14102.9179,9604.2258,198570.988,20221.4022,5769.5689,10301.5112,231529.3642,101080.1514,54715.4242,10724.6732,212593.3115,7672.0568,367615.7211,8417.5523,957671.4294,13459.2276,16944.384,19898.9037,127538.6605,29215.6723,16139.0637,33135.9317,29418.6219,35899.2336,19232.5279,56606.2529,15370.1543,40536.9
DTDPRHAMSYN-PWY,12195.3411,371.2678,10874.9005,16855.4892,42254.129,12876.8621,19725.5892,15693.0704,9839.1536,8692.2119,17782.6334,24408.9415,66338.231,26209.7344,21702.8799,16197.2227,41295.2876,56707.8959,28902.4118,11888.9278,15276.8839,39443.6534,35586.9541,45436.5711,25673.8421,29157.247,17812.6792,23102.351,8808.5126,13590.7544,1323.1781,27533.3777,33565.6385,19890.3424,16692.9664,28101.9739,12467.0471,36332.9961,25698.5983,17304.0727,2354.4305,9723.6782,5148.7388,26755.7349,4042.1244,34045.149,31144.8524,36947.7873,25009.7117,32666.3187,28038.618,18083.7575,22159.0071,7068.1582,26242.2258,26023.4697,29854.1512,26729.736,19421.6725,6386.438,17032.2371,27969.4384,14107.7405,15879.2272,14958.6391,7307.5812,13985.9095,9710.2266,17551.242,131329.5977,15430.1123,8398.5145,19069.2596,245344.3536,31207.0314,95131.3456,7577.5459,780710.5484,15243.9835,69368.2911,7130.7989,75284.3301,17503.7274,20055.8939,8604.8676,40798.8039,28899.1248,26248.3803,19052.4143,68956.5562,35111.4513,23054.1862,55949.0705,18080.755,40023.1334
ECASYN-PWY,135.4519,3684.9937,55.7157,1403.1452,15.4128,15.7395,0,3.7152,79.9634,4310.633,11.5364,0,7.8773,14.7583,141.4279,24.312,6.2246,44.912,5.5945,149.7225,12.1305,4.9745,0,10.5459,3.1123,0,2.4833,229.6552,15.0268,2.4857,4161.0259,6.2058,4.3511,3.7246,0,17.5579,2030.9142,9.2803,0,679.9527,7182.6419,0,27.0699,26.5503,5083.9812,0,0,4.3448,3.1152,7.4409,64.2771,9.8727,87.2437,0,0,169.899,3.1085,3.722,17.8623,68.7189,0,3.7324,16.3777,5.5137,11.7835,0,18.2834,13.7641,32.1412,169.863,45.4019,0,0,275.269,324.404,375.2886,0,352.7252,0,204.7541,0,318.0792,0,9.9327,0,200.5209,0,73.5886,214.7002,317.7382,130.8573,7.3548,0.6241,752.722,0.6249
ENTBACSYN-PWY,331.5821,3939.7604,123.253,3002.6961,33.2618,34.4797,0,7.9934,190.6184,6458.6398,25.2785,0,18.6567,31.9129,327.254,53.2283,13.327,99.713,11.9931,381.5672,26.581,10.6587,0,22.6475,6.6637,0,5.3301,543.1305,33.1809,5.3283,4535.6455,13.3204,9.3293,7.9965,0,38.5559,3576.4773,19.9826,0,1607.4874,7902.8056,0,59.7935,59.7163,5853.8681,0,0,9.3312,6.665,15.9791,144.0882,21.2938,206.1309,0,0,433.9299,6.6646,7.9941,39.7367,166.515,0,7.9966,35.8597,11.9882,25.2438,0,39.7793,34.4619,69.8052,426.5942,100.4413,0,0,648.1818,768.9817,866.7611,0,808.7155,0,532.5562,0,775.1624,0,21.2814,0,455.4198,0,161.337,510.0174,730.7666,289.1489,15.9838,1.3333,1765.8371,1.3333
FAO-PWY,367.294,7180,104.5646,2234.6711,71.0824,36.4322,25.4319,7.4091,118.471,7342.1358,33.3341,39.751,199.5537,70.9523,238.9312,87.0913,60.5426,4065.8783,88.6279,248.9967,25.1784,65.9016,29.2559,388.0332,35.4125,37.65,7.5766,453.1818,20.7202,5.665,7802.9997,146.4733,200.6958,54.2284,8.4971,135.57,2891.7223,43.6338,70.5136,1017.6403,13475,93.3163,39.3434,54.9565,8874.117,39.8031,21.3624,14.5621,20.6748,109.0103,128.0163,151.8832,139.268,0,68.6977,275.1825,163.7867,18.7956,29.3094,111.9032,30.9968,46.8895,78.2973,15.9711,65.1033,0,50.7575,24.7096,58.5281,2823.664,62.447,18.8067,30.7975,508.2094,474.9591,514.5823,15.549,538.4328,0,506.5842,15.7458,577.9421,24.4023,43.0865,56.7699,333.1073,14.8645,153.9331,8994.0562,424.4992,222.1137,44.69,148.8403,1126.2092,48.1504
FASYN-ELONG-PWY,14400.3118,4580.3006,9650.6225,13435.9285,33348.3474,13284.7971,14052.07,15516.9847,9622.5607,10620.9642,23327.9245,19169.8805,52285.969,18185.5559,25712.3261,56488.3562,35392.9651,88919.2696,38307.8785,13705.9443,12414.4187,28465.5307,28394.4885,42339.4859,20826.5245,22555.8566,10701.11,16351.8218,11362.5022,11717.5977,5823.3335,25274.036,26045.5038,34301.1981,10706.2743,20912.4363,14584.677,32468.0126,65069.6016,16704.4412,10034.9698,15870.9083,12977.7412,18645.5102,8917.7824,37379.6292,25429.6059,67439.5161,48415.3716,28053.026,25632.4059,16785.7573,27812.3092,7255.725,21167.3807,27066.0464,29986.257,24285.3223,13108.9063,11630.1151,20789.5362,22175.8855,14106.1147,21975.1386,10630.8189,7900.3637,7161.8795,13161.0413,11231.7718,199936.3693,18640.8057,5667.052,8685.675,221360.6343,100601.6145,67847.8349,10496.6478,204753.6229,10210.3483,363155.2063,8605.1576,1027829.503,13600.0436,16870.6137,19825.8476,128555.1969,26728.5974,20241.5399,31402.7115,51338.3928,36282.0895,20697.1231,57876.2261,15361.4768,40020.1299
FASYN-INITIAL-PWY,190.352,4299.5982,125.551,1908.1954,192.7008,93.4155,57.7723,80.6812,138.3617,5941.4833,41.1355,95.8256,146.663,74.0462,276.4361,151.3142,269.8642,6127.4329,146.8547,214.667,65.2227,208.9531,100.2834,148.5546,48.0736,94.0036,70.4185,321.6483,50.7941,73.7575,4993.1507,142.0354,95.9179,103.8251,31.2709,109.299,6165.0626,136.1264,128.0694,1081.76,8601.363,10.2949,160.7693,80.3048,6524.3846,72.4804,126.3084,169.2825,188.4348,179.2201,116.8702,45.2429,215.869,38.8917,86.9795,247.0027,55.6215,121.9389,62.659,101.799,54.4242,95.6199,50.9273,72.0448,433.6585,123.0178,237.6674,32.207,210.8555,4574.0153,371.2208,125.9839,70.8719,692.3915,672.2307,780.1407,39.911,910.5835,74.836,374.3644,105.3138,540.5046,169.1666,235.8811,70.787,614.8466,164.1323,415.2881,323.4992,690.7372,491.5314,229.3853,477.7314,1017.5816,257.1827
FERMENTATION-PWY,7352.1832,6352.3534,7931.8159,10355.9844,29744.6554,8085.5295,8356.8979,8112.4892,4408.3566,9499.5246,12645.3009,12368.8473,20535.8938,13425.4422,12902.6539,14907.3776,16206.4059,25647.7124,27412.4006,6038.3537,8492.3162,24687.7858,27173.6783,27037.0503,16061.4014,15419.5917,7360.4802,9141.1353,5894.8559,9385.0528,7418.2581,21906.8605,20614.6318,15646.3172,7293.0717,18498.586,12004.95,25240.9625,20222.9828,10461.7319,12651.5621,6803.7592,22674.0143,11131.9592,9128.9624,20960.3073,16980.4798,25162.1417,22853.4575,23196.2676,17086.7445,10362.3431,16601.0368,3675.8179,18923.6856,8515.2167,19205.6859,17995.8628,7552.967,6175.8071,10292.6362,18227.953,10198.7073,12303.1383,10450.6708,5066.8018,6985.6317,3905.2025,11748.4442,30957.2224,14584.5343,4299.5788,6682.9022,81419.9489,25871.1348,60758.0686,5391.3622,111348.9855,11207.8895,14445.8612,5888.939,52807.4804,10722.8993,9290.2452,9339.2546,85919.7586,7104.5833,17842.5768,21285.9482,41573.7923,25514.7025,14863.6421,39162.25,12233.111,29850.6689
FOLSYN-PWY,5685.8551,5405.3458,7531.3573,10755.2075,26789.7106,5411.8328,8060.3983,5748.926,5777.3699,10063.4544,13793.2861,10927.7239,15508.158,10084.7163,10466.1075,8752.1059,12926.2285,41383.5304,19384.7372,5073.016,7609.7554,24303.2329,15625.6451,20650.4966,12518.3948,13427.6318,8379.2673,9217.7838,5167.4726,7398.1933,6561.4955,15129.3122,16583.1222,9248.0655,8045.878,14456.1321,11970.6178,18353.002,13127.4857,10639.0049,11237.7394,4879.975,6022.1292,11675.4202,9473.6956,18185.795,15744.2728,19234.1462,12213.9372,21308.9768,11767.5853,9042.2085,9033.78,2940.7593,14435.1667,6791.3967,14191.26,13487.2505,6681.9561,4639.4962,6375.949,12901.021,8459.5719,9299.5352,9234.3789,5191.8238,6303.3381,4401.8747,13060.0645,55687.5178,9790.161,5478.0948,8256.3168,86709.2042,18867.8026,43005.833,4112.6482,82566.7241,10719.9804,33605.8732,4588.2963,122965.7339,8378.9024,16311.8628,5239.2793,66871.1222,21037.3141,12040.1068,25076.4032,33808.7928,16798.4384,12481.2784,23295.3879,11541.0419,19801.3474
FUC-RHAMCAT-PWY,982.6831,3656.5547,1714.0623,2460.8,4183.0624,1492.0878,997.6387,1510.3663,1042.9295,4100.5639,1123.7703,1563.3476,678.4554,1505.5508,1254.7279,1158.5935,1021.2648,14248.9525,2463.7957,929.6557,1180.009,2560.4305,2380.2004,3508.3977,1399.9929,2009.2277,2767.2478,943.264,877.3321,2810.0402,4106.1049,2144.7901,2231.4816,2385.7799,1245.9588,1574.9473,5385.0919,2515.9074,2112.1559,1865.7265,7108.168,489.8523,724.7526,2371.5879,5034.4302,2752.1531,2518.3385,3347.0867,3319.851,2530.2556,1986.5983,1167.1336,1013.8576,541.7269,1268.3035,1359.8272,1999.4461,4730.6259,2804.724,793.384,3441.0344,1856.7549,695.584,1947.3327,1193.9923,859.8842,1153.0919,540.4979,3600.6599,2330.2554,1989.2478,583.4297,910.313,3753.4768,3112.5691,6846.0655,635.8822,2898.3697,2521.2918,2166.6364,1349.5581,6906.9395,1908.6474,1908.6438,1038.4651,2820.729,3408.3182,1926.6099,2556.3243,6798.8471,2517.1937,1528.5556,2978.7866,2568.3892,4225.9845
FUCCAT-PWY,1337.3899,3636.8872,3630.2713,2496.2766,5205.1526,1664.1907,1361.3017,1867.8266,1278.3771,3981.5993,4103.4628,2103.9416,402.556,1840.3542,1376.6201,1295.4517,725.1344,26146.4879,3764.48,2516.5503,2295.019,4092.9355,2909.8954,5283.3357,1820.5132,2609.8262,3015.8368,1474.5558,995.664,5111.9628,4055.877,3434.9764,3711.3123,3516.1434,1517.6388,1810.7627,3853.8718,5650.0729,2768.9533,1843.2257,7050.6868,641.6788,1230.0082,2701.4189,4970.9687,7111.1175,4239.0679,4080.6069,3422.9557,3585.9732,2049.5414,1851.3131,1228.6459,611.9487,1580.1638,1623.4529,2539.0448,4548.4978,3289.3075,1079.2371,4332.3007,2008.8029,806.2383,2282.57,978.7142,2285.2289,1154.6927,646.123,5852.5461,1810.3689,2484.7713,677.6458,1058.2282,3598.9387,2686.857,7113.7484,624.8136,2529.1149,3960.915,2191.8021,2290.6844,7802.662,4370.8324,4488.6276,1637.0658,2200.2321,5751.8574,1360.318,3376.5594,6810.5924,2080.6785,1944.8006,3527.8982,4917.6016,5935.7506
GALACT-GLUCUROCAT-PWY,3243.3856,3997.5802,6583.6384,6141.46,16630.9294,8598.4039,5990.4625,5728.3005,4664.1012,5780.307,8347.6227,10359.9411,5059.7638,9881.8644,6822.6363,5573.7708,8634.9525,37041.3789,13179.2724,4805.7924,8298.8617,10728.151,12634.6443,15187.5909,8612.6593,9167.4931,7898.408,4414.782,3513.3679,7927.2972,4619.3634,9578.0132,12058.9428,7886.6837,5328.5701,9766.9974,5875.3168,15103.8973,8438.3767,6618.088,7900.7007,2887.5506,1184.2679,10415.539,6389.4444,15932.4184,16107.0831,12606.329,11530.9281,11187.6536,12144.5985,7182.4099,1220.8095,2656.1632,9865.1918,6572.8302,9989.633,15402.4021,14479.4715,3034.0047,7737.3767,9504.4803,4772.2135,7817.1922,5383.2761,2760.9536,5058.9833,3977.0204,10311.8121,8658.7162,5705.0349,3822.5598,8116.8651,14052.5429,8200.1185,39587.158,3757.3351,27115.0666,9500.9582,4991.5047,4376.012,14207.1438,8204.6784,8398.6977,4445.7015,8311.243,11332.5431,10489.3789,11258.8772,28251.4282,14302.8847,6884.7894,23623.4768,8766.802,16055.318
GALACTARDEG-PWY,121.0715,4104.771,65.4357,1109.1431,342.0418,98.7403,27.3023,223.492,92.262,3848.3578,11.3887,85.4128,33.921,33.5166,135.519,111.5499,12.7173,856.5825,247.5069,140.7283,76.4655,138.2407,301.0073,83.5248,91.0337,89.5541,46.949,217.433,98.1689,40.2252,4474.3494,140.2767,194.7346,110.841,178.6235,139.002,1501.0865,107.6515,93.0484,505.7268,7733.0285,49.6191,43.5479,207.2207,5037.5896,33.4948,143.3119,344.8807,190.1214,148.1112,196.9381,115.145,60.3527,67.5111,135.794,232.8083,115.6265,577.9087,530.9434,75.6315,70.1949,59.4754,63.0735,190.9837,116.7858,26.5587,72.4364,109.8894,147.3591,145.3196,233.0304,46.7884,69.1667,742.3394,260.0486,413.818,54.7788,327.2394,87.8527,156.0287,137.8249,343.9887,97.954,106.3393,99.5425,221.3408,292.4171,144.8393,197.6014,443.0615,219.2214,86.1581,67.9751,600.841,99.2297
GALACTUROCAT-PWY,4372.5086,3722.0061,8302.1903,7965.1769,22213.4951,10166.6235,8043.9961,7036.1239,5847.8551,6323.4637,10484.1936,13126.3159,6601.2027,12781.2728,9522.724,7892.5573,10587.482,45219.9718,18937.2528,6159.5802,10237.8918,15341.8966,18312.3585,20794.5665,11452.9606,12586.4159,9784.4233,6479.2858,4507.6788,9972.8373,4393.3442,14609.0629,16769.6846,10780.3723,7259.0995,14348.6219,9032.7215,20930.9375,11834.6577,8631.2858,7477.9618,3590.9922,1633.5072,13631.4131,6303.4878,20013.3599,20147.3397,13656.3855,15315.5906,15701.1049,15888.1548,9791.6589,1563.8792,3202.409,14239.3195,8870.1764,12689.1388,18307.9862,16728.3254,4156.9838,9589.3542,11753.0691,6397.4525,10306.3512,7372.1489,3733.7245,6603.5125,5064.9227,12642.5189,10789.2663,7923.2194,4777.167,9976.2642,23644.3913,10596.027,52331.8862,4692.4365,37385.0509,12221.7535,6796.3476,5516.9989,19689.4719,10720.4432,12375.9059,6006.6798,10665.0921,15288.1919,12840.873,12456.3995,39113.3652,19204.0428,9748.2065,31171.314,11214.8638,23199.7769
GLCMANNANAUT-PWY,11054.7143,4381.2576,11067.3189,12205.6583,34650.3212,15953.4936,16173.4985,14658.0321,10133.6855,9468.0686,22492.4743,22267.0262,50719.6112,18949.0538,25373.0292,59846.9394,30084.5059,92682.9712,36610.5423,13681.977,13850.3229,31690.4398,29983.3416,35851.4835,22073.293,23625.2976,13366.164,12469.5731,10808.2243,13842.6355,5458.5538,26901.7874,29042.8499,35828.5133,11051.721,23606.6069,13103.6655,32402.2381,67595.0674,17647.7433,9378.3349,16871.2532,38727.3449,20418.1118,8395.2739,39957.2116,28328.3426,67827.4397,50682.3758,26027.0081,26453.5341,18195.7843,32423.3875,6783.2745,22747.4623,24059.3066,31208.0395,27625.3204,21198.1833,11580.4904,22955.2233,22072.9135,13386.5654,22123.5495,9682.3537,8696.0815,10489.0856,14271.6194,15230.3783,113206.0246,22725.4344,5584.2919,13916.1288,123234.1504,100906.9382,67355.9301,10999.6063,94692.6629,13162.2836,355874.5294,9357.502,27892.7812,17735.0378,15845.7147,21020.1087,85061.9083,27428.4189,22006.5547,33115.4711,49241.3995,36494.4886,16255.3224,54469.4115,17808.6172,42586.6854
GLUCARDEG-PWY,133.3999,4104.771,103.0474,1157.6029,852.5409,98.7403,78.0185,223.492,133.6196,3853.8847,15.2985,242.0086,64.938,75.5019,174.1017,255.6154,27.6298,956.6967,323.6548,168.6987,195.1886,387.0191,301.0073,229.0165,241.7102,255.0982,131.4195,272.8828,98.1689,108.1405,4474.3494,369.592,485.7801,288.3858,178.6235,336.6452,1501.0865,281.6221,262.9748,512.0236,7733.0285,128.0762,43.5479,207.2207,5054.8116,97.5842,394.7354,350.8133,190.1214,163.0151,197.3315,284.8498,60.3527,67.5111,342.5067,232.8083,300.2904,577.9087,530.9434,109.252,200.5298,164.7458,148.4184,221.3204,276.1486,72.2394,172.6124,109.8894,346.1003,166.2136,551.8752,124.3858,192.3611,742.3394,297.3374,608.146,54.7788,414.4946,251.5548,166.5481,137.8249,462.5743,97.954,294.867,99.5425,330.9128,493.5252,292.7204,230.8883,757.5991,415.6879,207.7669,189.4847,638.4514,145.9423
GLUCARGALACTSUPER-PWY,121.0715,4104.771,65.4357,1109.1431,342.0418,98.7403,27.3023,223.492,92.262,3848.3578,11.3887,85.4128,33.921,33.5166,135.519,111.5499,12.7173,856.5825,247.5069,140.7283,76.4655,138.2407,301.0073,83.5248,91.0337,89.5541,46.949,217.433,98.1689,40.2252,4474.3494,140.2767,194.7346,110.841,178.6235,139.002,1501.0865,107.6515,93.0484,505.7268,7733.0285,49.6191,43.5479,207.2207,5037.5896,33.4948,143.3119,344.8807,190.1214,148.1112,196.9381,115.145,60.3527,67.5111,135.794,232.8083,115.6265,577.9087,530.9434,75.6315,70.1949,59.4754,63.0735,190.9837,116.7858,26.5587,72.4364,109.8894,147.3591,145.3196,233.0304,46.7884,69.1667,742.3394,260.0486,413.818,54.7788,327.2394,87.8527,156.0287,137.8249,343.9887,97.954,106.3393,99.5425,221.3408,292.4171,144.8393,197.6014,443.0615,219.2214,86.1581,67.9751,600.841,99.2297
GLUCONEO-PWY,13745.5354,5229.6201,12518.903,16736.232,45341.6419,15230.6206,18917.3455,17266.0607,9796.8424,12009.6265,23550.583,24777.0577,51098.9508,25949.9246,27034.2849,41090.8843,42486.0719,69922.7853,40353.4899,13568.4952,16263.6582,40697.4822,38913.5104,47647.6957,29276.3918,30510.3862,15568.8727,21453.9204,11517.7378,15199.4146,6490.8456,32793.3893,37907.6893,31425.9136,16288.1976,30268.2062,14861.6423,41530.1156,49176.2392,19717.2059,11149.6201,12953.1107,27798.9887,23615.9234,9852.4107,41069.0935,34240.5111,60650.5548,43995.912,34546.0843,30950.0338,20659.8212,37654.6138,7818.1229,30647.5313,21635.4343,37544.661,30299.2733,16860.0843,10759.3951,20924.3722,31558.4825,17094.6891,22628.3037,15006.3376,9100.621,13479.6591,9956.7353,18409.8883,190302.717,19319.9458,8965.8409,16941.2681,192629.3117,68402.899,95569.8482,10733.0279,326871.0722,17244.8852,201992.2792,9660.0584,971736.4651,20339.9467,28905.5156,17967.4881,114738.1331,41027.7155,28467.8815,37335.1699,71753.1595,42275.9319,24916.4849,65661.9698,21591.6434,47855.2797
GLUCOSE1PMETAB-PWY,197.1028,3777.655,58.7264,1576.5157,145.6304,12.9959,27.3256,22.9872,73.8234,5228.9664,9.4985,0,271.2121,11.998,166.5778,19.9965,280.836,354.2941,112.3573,164.4716,9.9978,3.9998,0,298.3694,39.1366,0,21.3298,367.0364,12.4946,1.9999,4484.3523,465.2658,3.4999,2.9999,25.9827,14.4975,2412.7618,60.8019,0,797.0616,7767.4116,0,1487.6185,22.493,5815.0987,0,0,3.4999,2.4999,41.9771,54.4665,7.9989,820.858,0,0,181.8311,2.4999,2.9999,14.9959,74.4352,0,2.9999,13.4959,38.4715,39.4556,907.9285,56.9009,14.3336,669.7488,163.5817,45.3037,8.6564,12.6568,249.7738,296.8689,345.8566,0,312.9682,33.3129,203.0954,25.9706,299.2911,3.9997,244.4068,2.6598,177.0311,4.6597,62.0956,203.0938,283.4884,110.5305,6.6592,1.16,1185.4762,185.5335
GLUCUROCAT-PWY,3281.7135,4182.9156,6612.2139,6432.5297,16695.452,8825.8116,6278.658,5714.7507,4866.0991,6293.2688,8349.6186,10762.5474,5787.0134,10205.4749,6871.4119,5385.0284,9800.3912,37479.8528,12443.1819,4891.9504,8514.8178,10695.2708,12271.448,15291.5975,8838.3736,9312.0761,8398.0088,4515.292,3437.7141,8034.1195,4832.5809,9110.4626,12153.4435,7815.5517,5495.0342,9572.4037,5382.0443,14729.6274,8325.1965,6792.1959,8262.5223,3178.8111,1305.6491,10825.7908,6751.1905,15949.9343,16619.6127,13465.6273,11308.283,10896.0208,12396.7641,7285.8968,1474.1871,2664.6312,9670.1432,6851.22,10613.5102,15894.9094,15099.9609,2925.3692,8106.013,10162.7817,4834.6219,7751.3575,5413.0985,2718.3544,5259.0378,4057.5797,10495.5846,8543.5463,5970.7712,3964.362,8662.5611,13403.6305,8098.3966,39603.3706,3713.9244,28703.48,9579.5648,4959.1613,4322.3577,14339.8022,8307.5985,8515.8545,4252.2733,8739.3196,11869.426,10866.7129,18303.6235,27627.4036,14277.1242,6776.8606,23371.3476,8826.1221,15572.352
GLUTORN-PWY,5942.104,3761.2574,9795.8527,11280.2713,39351.0978,12224.7767,10972.1826,9687.4763,8001.7822,7503.5569,15664.8824,18777.6272,29291.5254,20965.3841,12340.8187,10315.4043,18133.9917,48472.5019,25411.092,8262.3316,13060.643,38408.6701,28406.4521,32603.1181,18936.5813,18832.1065,12881.035,22804.505,6617.4918,11908.0503,4577.4354,24705.4867,24449.9158,14939.665,11470.85,23733.7183,7931.9941,25008.7172,16898.7832,11712.9385,7847.6637,5238.6977,4276.9045,19876.5107,7070.3145,26864.3888,24466.7129,15539.3954,18504.3862,28335.8866,23108.5624,13763.9723,3405.8371,4651.4339,22113.8955,22288.5268,18985.0735,24222.1598,19625.8472,5375.3085,13133.336,16037.1441,10798.2186,14062.4148,11501.6483,5322.6884,10192.8934,8676.6789,15915.8377,17462.4227,9515.1855,7706.4907,17449.938,215984.1838,14565.5247,75319.8911,6099.051,785477.663,15207.783,13549.3834,6015.714,1002850.972,14281.599,23017.6064,6248.6126,73626.999,27326.4268,23571.1039,18197.7165,56199.7667,31206.3983,11575.5808,31434.375,14655.6432,27829.1288
GLYCOCAT-PWY,11355.6463,5152.6944,16012.6177,19130.53,54819.7879,19234.9699,20881.4293,17039.3153,13399.0176,12456.472,24643.7627,30239.3647,79033.3745,33293.3427,24719.7938,30611.5957,42969,90823.6189,42637.0875,14926.8849,21166.2924,52273.8859,47555.4318,51442.021,31858.7922,32839.6673,21583.6281,35543.8792,11735.6241,19926.1603,6403.4921,37330.7466,42518.9502,31381.405,19135.3233,38376.8116,13589.2163,43671.6928,41562.7727,21925.1449,10978.6248,12329.5646,8158.2757,32444.5729,10203.8586,46477.2056,41474.9286,39905.5979,40008.6492,42388.9712,39610.0618,23791.8124,14045.4323,8012.5039,35882.6898,39532.4408,35469.8584,36897.8535,28573.6194,10243.5428,23467.2164,29220.7446,17706.3246,24414.2963,18284.5016,9527.4881,15987.6376,15245.3305,24834.071,49665.9187,20391.4395,11488.4202,25536.2627,346701.2747,43150.9083,120072.398,11387.1713,1239971.459,22948.7026,49860.3732,10561.7118,148460.7846,23333.6009,32051.1709,14279.0757,67604.3744,41746.3116,33446.6897,26175.5617,84170.4543,50795.4519,21223.9405,61467.9827,24147.9978,52999.7342
GLYCOGENSYNTH-PWY,14537.8978,4065.9399,15420.0115,19797.9941,53946.5372,20215.049,27270.3085,18460.1296,14909.6563,12301.3442,30251.5625,32814.1319,85533.3596,33622.5641,34738.0759,58254.9629,44814.8169,108615.753,45748.59,17352.9049,22039.4696,50469.6243,45195.8801,57792.9846,31726.7391,37129.8929,23366.0301,31739.0352,13634.7455,19405.3143,5221.279,37001.5904,44003.4238,40340.0464,20499.9165,35442.9711,13103.6537,47058.0015,70841.9352,23873.9739,8981.8784,18105.8628,41920.7347,34171.9007,9020.7898,50898.7049,45266.983,66033.4645,54391.0317,38548.0259,39803.3547,25543.8988,37990.2802,8804.5866,34900.7757,42067.0189,40449.314,37452.8369,28295.6187,12868.3746,28272.0391,32835.5077,18682.7926,28068.0178,16072.1255,10529.9325,16949.9571,18078.8434,22195.3135,110380.2663,27503.8294,10524.7428,25706.5263,343098.5434,96675.8957,118238.2324,13193.1519,1019339.183,21066.2767,324036.9669,11518.2702,175708.9398,24316.7676,30977.2968,21514.0901,135732.3539,44385.7642,33752.9349,30718.5598,82620.7506,51181.3183,25565.1003,71886.2623,25430.4812,58028.7204
GLYCOL-GLYOXDEG-PWY,292.2468,4195.2202,256.1856,1771.7917,250.5661,161.9709,101.3905,119.7565,124.7404,4532.3127,111.8129,248.2469,162.9098,233.2019,339.9947,186.8164,351.169,716.152,327.013,189.4797,97.6128,260.6042,231.3373,463.3536,181.0859,227.4787,93.7984,366.6095,101.9429,171.8794,4666.5182,321.6161,339.7087,152.176,60.4852,129.5093,2979.6221,237.3442,276.1836,819.7029,8051.6613,144.4839,78.2808,125.443,5508.3523,208.9059,151.6145,216.6389,311.1029,272.3912,248.7543,290.884,152.9075,76.7001,116.7415,191.6843,235.6175,107.8595,80.7851,131.3804,101.7527,238.1187,148.2963,69.3137,728.4012,139.2103,267.0252,19.6158,368.454,243.5033,287.2878,356.8236,136.1008,538.4024,519.5569,699.0407,14.1675,625.3666,376.3117,253.57,145.5523,391.6518,285.7724,527.8628,149.5575,344.0294,302.4873,182.1974,690.2529,592.2452,395.1421,93.2328,121.8888,1118.5133,547.3051
