"KO"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1a_FP_85"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K01808"	"K01808"	267.1192608932	0	133.5367787289	42.959890615	71.4818717648	16.9959498941	31.5154930375	44.9399778813	41.3688166262	6.5681622088	226.1527578488	38.1898190034	61.2808244387	0	66.9160037522	1295.5941236128	51.3461409975	844.1827939006	409.2340129934	183.6137758086	563.647204963	720.5230879716	47.7396990318	2674.1402095039	291.8571730491	231.9909167508	32.6982515013	132.5829517464	54.9042376536	331.1783469344	73.2792220769	113.0538157222	0	265.4611168247	180.259272744	194.6331417208	6.5789473684	291.7489995403	41.6652370823	171.9008521488	25.4364180912	191.2619190736	189.7222540701	238.9979889083	57.1705875822	141.3785505921	123.6031090232	81.0248039432	144.1158453303	220.4778546986	445.621364337	0	109.3738089822	643.4731699675	2183.7610898896	265.9912944372	11.8839871562	381.5305091512	1344.4628650176	3238.1611819826	159.7155905505	34.8425534357	702.2976968805	137.9372334468	81.2795350402	576.6653730456	48.8658422323	176.1902888904	257.5165502163	433.9323268169	507.4169058656	413.6894641338	166.0747316698	88.2707815178	156.0203322989	19.7368421053	6.5789473684	0	0	546.7991338863	554.6518095691	6.5789473684	126.4708728045	124.5538119233	122.7092516374	315.9897463798	1419.1398217302	65.2495620572	279.8183044328	60.7836901503	285.9899556093	0	162.1144301109	5.1465296297	304.9848459868	9.0016491671	295.8273273004	29.7144996876	315.0064096619	22.7179151079	227.6124123358	4608.3539631987	345.1694302374	5.9632704757
"K01809"	"K01809"	43.0313775783	0	104.8755449419	0	50.5727366713	19.0860833385	799.0549256086	1369.2924686567	215.349761134	118.2187137864	126.6737607146	25.8468421927	79.9631367152	0	0	70.5792485995	0	885.3221330875	582.6469282286	22.0599617209	114.908071429	488.6248689961	0	2733.6753084408	83.7407183584	389.7188679901	531.4938531245	154.9132355732	1015.0043833923	194.3154202012	144.214232019	104.7212249542	0	3132.8609277087	5097.8293589935	357.7369349722	916.5494490033	1346.6971518504	6636.0783339371	420.6553801919	460.6533508092	126.2435253072	343.5006776736	381.2542400008	172.167388007	1656.2077995057	1837.7985698675	279.4244604003	2368.1233760223	123.1461155998	357.9858969896	0	113.0501991999	441.2679797711	2089.9597039242	187.328050739	0	370.7190609575	1329.3136104083	6048.4703349096	187.0165399038	34.7979099368	774.4435705045	120.3480798236	84.9595657455	546.0109688042	74.7854918922	83.3041780234	349.9236813295	1105.0376919698	2465.0757249591	16866.9106559062	202.1128455672	103.1684275589	279.9500640029	1160.8408045959	0	0	20.3360225832	617.9171861149	2421.8667192219	1357.8012194302	627.4874806992	1925.6052049582	1160.2030829862	2857.9866238365	12814.9813691872	11615.0411544719	3185.2660704002	2285.1564751946	1581.405431029	55.1187282116	1634.1892554743	3396.8038108753	428.7811994158	242.3820882248	992.930431713	13350.6838874399	2576.7475975185	12517.2424980422	150.2496084775	2877.5594035895	890.7208700009	3158.6045299481
"K01810"	"K01810"	509.8515015038	580.0148336692	1253.8185284104	371.2892207547	659.498929691	2889.5581585302	359.3952401655	1455.3653726463	148.1091089064	91.9099031649	136.1935247226	0	1496.3847503882	17.9870372913	899.3129196975	2706.4815077557	5943.1666796644	5550.8942995112	3201.4168980039	574.2541423428	2192.5594208484	4441.433669304	52.5931628652	21482.046579941	1284.0679026583	192.8239872791	137.7710958301	143.7516543125	302.9739129794	709.2543459271	791.5908046975	636.1056380762	84.6642741946	1109.8738324482	1914.0748668444	291.6429874345	1157.5302415495	458.1424529412	1705.9292020867	150.9752086469	121.9251897548	240.6685981033	814.1810202376	873.3581754694	1503.4387984202	601.36060234	549.4536292185	132.9169765336	705.1225734666	164.3713205498	128.8425112303	0	124.2431106721	401.7033357903	2193.8727386616	313.2229218049	572.4546557413	2681.2635671513	701.5165959912	8083.7034653145	124.6696839386	87.6850069909	415.093068061	142.2097051735	84.4934702762	655.2572881578	73.3467805866	122.9743560137	586.8103711651	7860.1102181773	1214.2705291933	7504.7956924364	423.0948878927	889.6216253394	560.6409451565	5619.4780364056	0	0	15.1180931269	523.4971619567	890.8601466264	444.4352684748	583.0307687468	1111.313744603	482.3203406323	15162.4255254871	4620.2026311485	4581.6005848682	1262.5940290709	1228.3263195243	611.3024847325	20.6157709283	717.4166064302	1288.4386345277	250.6037397242	50.6539092587	408.4821473084	5832.4670028688	1430.7139705794	4250.0415695978	9937.6066939279	7166.2167772837	746.844900169	9175.2218888224
"K01811"	"K01811"	59.5430440506	0	0	0	78.2473744542	9.3224498609	0	38.2286692105	9.6071725811	2.1784563237	0	0	2057.6518493427	30.6153601092	88.0009089266	2064.1283643268	10382.6708121742	1843.8902667858	2446.965239371	846.8322636813	1133.8762956807	4656.0869933216	190.713487027	19983.9627613667	747.2864832536	15.9868197633	0	37.503704584	8.3388213614	0	22.3099091614	0	0	14.0560628049	15.5785190273	25.4570140585	0	0	0	0	0	21.0316431553	47.7507703756	0	22.6134163976	0	5.6505095796	0	0	0	0	0	0	0	0	0	0	0	0	206.1914966462	0	0	0	0	0	0	0	0	42.1473015687	0	0	16.9517370306	0	0	0	0	0	0	0	0	21.2466993147	65.0499219911	0	25.3311265674	0	38.2155647946	51.5777229231	7.5324386963	7.2600397679	0	0	0	0	48.0925986626	54.0509146464	0	0	0	0	0	0	0	0	0
"K01812"	"K01812"	979.3090810514	0	1783.2714722155	0	638.1408035596	47.7394897616	101.2786712974	25.5795824384	81.3253387279	7.6912788274	309.2285456589	2.3637557952	1557.4530013072	18.6045946641	1567.0569837716	3136.6645877738	5647.0273481863	5846.3755691019	2657.4266034918	350.4067694868	1396.9389893595	4735.8324396838	45.4911125922	20792.8678872203	1007.1904040879	69.4486395327	0	44.6675924794	0	115.5040262999	0	44.5861407718	0	103.4287510511	20.7423754597	176.5974807407	9.6153124218	141.1274403046	0	88.5701573491	0	129.9503388142	116.194635633	89.578369959	0	122.1500315715	40.0919279871	26.480139781	0	280.5006295063	317.6133683459	0	0	257.8381121454	625.4542035507	114.6338106844	0	56.3974108187	520.5319662275	3845.7742310788	150.9453434562	0	199.2859002423	0	89.4015397792	298.2745966105	0	163.4831088573	315.7284678838	144.6331564108	402.4915529341	270.5461758139	58.8596146179	0	314.0528471805	0	0	0	0	135.606084216	374.2677500896	11.0522554527	68.8443586116	20.6059952644	92.3168618358	111.3565615315	610.7980572336	14.1363581517	84.3057928425	21.7606126122	141.407571457	0	90.5085894385	9.5141330401	232.5838810875	0	132.5500327566	26.9280559316	557.1001650548	9.5339066486	324.8500332015	4630.3547965292	146.0924273595	0
"K01813"	"K01813"	836.3228480312	0	1441.7642166956	0	157.468929	15.6122254552	67.6175271982	28.3521177948	13.5823081913	8.2898141546	60.181539888	12.6176850712	163.8588034563	0	334.0288055845	882.2379208799	856.7304892223	2159.7665047074	591.6639052126	153.7923733524	706.4651409928	1361.8855575203	38.8722579731	7872.9182061689	480.1230106523	38.4682776243	0	29.6897878175	8.8251854288	42.3207651119	0	25.534177072	0	22.9215942525	0	61.5057783056	14.5885521291	48.4181397668	19.470496365	46.0773713804	0	24.7724474507	25.1147768056	14.0464551231	0	18.7457515284	0	9.9366378625	0	107.2314473084	0	0	0	76.6635314472	27.0625995733	53.7257537292	0	0	201.6660472901	946.8141240567	83.1377576207	0	66.5638918511	0	31.0898911502	8.9706024926	0	64.5146948427	148.5913641575	0	150.9682715819	0	0	9.618949694	110.6263802738	0	0	0	0	0	54.7682557752	0	14.4301303006	0	24.6562778137	68.1458157182	156.0502343002	0	14.0647447758	0	31.4492700038	0	31.9547957174	0	30.7350884818	0	74.4285171411	0	88.9508063101	7.2357277867	255.924029314	5392.3142644308	25.8879207673	0
"K01814"	"K01814"	480.9720373368	0	751.8082057602	0	128.1525745045	52.9307673369	294.9865861242	1126.9357409937	107.3842111527	146.6610161452	150.9903601552	0	345.0724284012	0	393.2715512097	2309.253022356	714.9831128468	3483.3991393747	1732.3394951113	261.4842324714	1723.9578950209	2446.5658205011	26.9921325344	11365.4240991337	983.4486529855	190.5469853136	162.4458565541	105.8658559036	323.8525119263	97.7281957083	58.1990690978	42.6280172724	0	1188.9670079194	1801.1700607451	116.1731132147	326.7742972912	499.0423344504	1928.0470328122	163.5194985602	140.2123225555	40.7718202709	104.6887522041	192.3966651667	61.5363621386	643.9351863684	732.6097206722	111.5633099259	914.8317372942	190.1200502738	240.9349539672	0	69.3176670092	470.2107578693	2523.9991051093	142.1001283055	28.8281902513	342.8715151263	1316.3998911678	4512.0057646789	172.2788259548	0	531.5039686887	113.4649461338	82.1205424496	667.1588131286	129.6802056221	76.4079115959	476.7787667051	1212.0170016723	1373.4777282819	6523.9590710769	230.1069667668	28.4495827569	272.8063195306	280.8245254919	0	0	8.5281184911	667.9489595897	1126.5990341845	455.6034899325	244.6095724225	634.8347168127	512.3895642365	1095.7690812619	4659.7427827155	3831.2588453832	1407.1488121124	788.6301202312	660.38481061	18.8078283655	710.7647190439	1403.0419401719	239.708290741	110.7320034333	458.4729834648	5126.4996180082	1235.0331955019	4008.3652636832	327.6180427704	4158.488885775	492.0123518679	1378.5007405086
"K01815"	"K01815"	1541.4461629476	0	2578.6405662113	43.9020172669	637.6249787967	27.3435447429	196.7844967409	50.0570210029	113.8662410824	0	380.5590157504	0	1640.6688579361	19.6046911724	1348.5678736162	3106.3418556607	7679.2169692478	6145.1347720363	2007.0749831798	453.1016440913	1612.8891341488	4705.8190758219	49.4679717292	26069.0842680489	1367.7090966047	163.7779615028	31.1514230185	81.5781397581	34.7416951254	217.5257867892	57.8213010529	146.1835190854	0	222.3939759991	175.4262625958	191.4490557357	7.5367242722	156.5904575825	25.8393406324	115.516617553	9.0562290015	165.581904507	257.8712867339	236.3756995663	88.6411064952	172.6173708235	106.3494143943	39.930784079	114.5880397457	335.0906573732	462.2975474432	0	103.4572630038	555.294516764	2197.3202346356	269.7008497075	17.5462478892	313.7857580008	1623.8699168377	5318.9193124906	230.6995112912	34.9314825894	796.2952789738	116.6569418448	178.4457538757	577.2453629443	100.7012590765	253.8017305396	901.6658502716	536.0670150808	1133.9397368067	572.0880733332	170.08912932	104.7868555439	510.6840148098	10.3527308192	0	0	14.8454144772	535.6694755439	597.1701304567	13.7533047227	194.1742169983	173.5050870566	136.7364446805	58.1368353986	1390.7430137464	37.5898064819	235.4779103775	68.2719332459	224.6652798156	0	204.4267003813	31.8673195908	242.3488432566	0	306.6056700574	16.5609151292	402.0150680909	8.3827258629	406.14497312	6825.9005831522	394.8966924421	0
"K01816"	"K01816"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.7156206074	6.7778305559	9.4241609377	38.5061983529	47.8062897486	35.0486050482	91.9012709663	15.53989728	77.3881261513	12.7857121389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3682659049	0	0	0	0	0	0	0	0	18.7781781675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.093183964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1645021645	79.8962737986	0	0
"K01817"	"K01817"	433.9214109696	0	659.792044122	0	64.8369432708	52.9307673369	309.7856254925	1309.2184506822	95.537720359	78.5648574638	83.9887540809	0	75.9880054175	0	0	75.7633916053	0	1643.7773759221	151.5733759221	0	407.3188464017	707.3645099434	0	5302.0474807335	223.9667558108	192.2861658471	202.9783163263	83.0799768846	441.4813450854	176.1134288686	95.3173172833	102.2890897515	0	1382.6091329546	2142.7342970892	139.1449922687	386.167647032	487.0866796607	2619.0888220028	219.5994166202	226.3340388408	39.8042919437	166.6013090738	212.9934247397	79.2179927765	656.0110962497	729.3901843034	132.752263538	1071.5601146879	105.2672789822	362.9978178908	0	64.7646086357	575.7203134403	2738.9343835187	224.3926149922	22.3203255781	399.7226685377	1267.9822260101	4391.6243792959	172.02385854	10.0142889047	724.3978516329	135.321552423	100.5554444584	609.4703516161	120.8256859509	108.3135028397	383.8196628118	1277.2543018296	1269.3323272638	6427.2599651961	165.1100470279	52.4687874946	242.1136623299	469.9741927587	0	0	20.2945292174	525.8310170058	1065.8890858629	605.3882634013	291.4285281982	984.1455165545	470.8326449823	1250.6479896051	4985.7592697008	4836.9516854836	1714.1668936922	956.66252927	589.9030185945	25.7892039467	845.0686743724	1633.3544694239	173.0401011156	52.5080128793	415.3224241099	6821.2751514638	1281.3632336778	6049.5021051021	82.1192718607	1352.5250477866	500.6363198058	1590.3708307671
"K01818"	"K01818"	425.9807872662	0	917.5118843166	0	323.3872231234	33.7811484803	996.0290065994	446.5282136498	186.5190648482	0	383.5316231331	0	788.2518367018	0	662.1338550348	4526.3337863621	3169.420911995	3518.6210706584	3178.296271828	854.7233418946	3081.1106560173	4277.8164972112	277.4271833217	14617.4639784792	723.5016744149	54.5160740202	0	47.9600883312	0	46.1513646574	11.7861980874	37.4491011863	0	55.852232959	46.3931315288	84.568462108	30.7079843877	72.6143675024	100.112899707	35.4866636623	12.3611357578	97.6684944512	216.8648085145	92.1884601441	0	39.5310160652	9.8340503995	10.228686082	9.6651447097	311.8194298754	206.0232319799	0	0	271.913367657	487.7247347681	153.0907054827	0	58.2391198752	947.7857440536	6389.5609247673	307.8163211888	19.7203080808	476.2899981689	35.1523206293	100.7355307151	227.4868051357	7.3899178551	73.1600103509	215.6808808569	50.4179896667	353.6040908616	197.6013264125	200.1476908881	68.276731144	117.80177195	0	0	0	0	87.8439054113	196.9970387679	53.4276455564	32.9965352712	90.6106410347	64.0302624727	85.3326310293	531.0153874484	86.9920727968	71.52799127	29.1733538092	88.1212107117	0	56.9525375328	0	86.2106529778	0	114.9942736606	0	257.9877305336	59.9812012204	889.5409166276	8031.0098078232	136.8741009192	0
"K01819"	"K01819"	0	0	0	0	0	0	0	0	0	10.2388323751	0	0	0	0	0	194.6672166241	0	12.7293172285	0	15.064559337	30.8139534884	0	0	69.334141433	0	0	0	0	0	410.1234845513	423.6061695549	305.6174490604	42.8571428571	0	0	25	195.681282414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.1623777017	0	19.9733250648	0	0	0	0	0	0	0	0	0	0	0	0	0	294.5226426389	0	0	0	0	0	0	0	0	139.6191170531	256.2846027444	0	975.3434963075	28.5206798703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K01821"	"K01821"	1103.4902812775	0	952.2612915059	72.8598038115	259.3649060866	87.4161974522	79.3795275048	55.2974466126	258.8267367893	0	139.6341540382	26.5372818339	17.2413793103	0	0	0	9.3457943925	298.5798057363	255.04912805	101.0747872817	1497.5289276779	528.0242753581	0	835.9290503277	409.7140597496	57.6923076923	3.4067458681	26.9829728142	0	146.3577715718	32.6939270677	126.2060669921	0	144.18862858	28.3310787409	82.4076495191	24.9980651652	74.1296914032	45.8933290524	133.9836645765	27.397260274	48.392661866	185.8807594668	66.1515995946	69.355302232	496.5665419407	131.4819267495	0	48.2956590133	39.7559079226	452.2980390152	0	17.3996737035	71.5992167762	252.1674006775	35.15162159	0	256.0434532731	123.2542217476	1215.6923760475	137.2497365648	39.2810548241	139.1797242968	84.0455840456	9.8811044134	210.3672694318	10.5958725557	78.3860300957	322.8750592162	643.65994551	381.7554879852	1182.1175481299	92.0528784408	742.8493153028	427.6823995882	38.3449259854	3.4311215979	0	25.3920351343	268.6155415645	335.827191508	35.7390098984	105.0502760949	65.3253027894	78.3429819733	9665.5498219898	527.0642748085	111.996265712	4.5541714582	50.945978269	58.9574369313	0	135.5486155586	25.6410256411	114.9274078969	0	29.211738813	27.027027027	226.155996416	0	12.1951219512	321.4801497952	47.93243466	0
"K01823"	"K01823"	36.9523549482	472.3615192078	97.145363196	98.7107276863	30.9852397649	471.6124636112	0	0	0	17.8125071891	0	0	0	0	0	56.5625873649	0	0	0	19.5958626469	0	0	0	0	0	0	5.3879310345	0	0	245.5491497493	318.8426420864	246.8079412337	44.3157691644	101.6270714931	495.6531445441	45.3402490659	335.7943979379	0	0	0	0	88.268180643	520.2900351049	631.6201975028	1362.4907894614	10.0160837511	0	0	8.907447275	0	62.4699467994	0	54.3067517743	11.135857461	211.9137733947	0	306.2717784867	1145.2654525808	50.4856994441	326.1090064826	18.8032266043	7.7901454474	39.700788433	0	0	0	0	0	57.9244223349	1570.741758094	59.6762858063	736.5445481271	121.7544952649	510.2312230966	112.7475693519	1914.0819407199	0	0	0	41.7480421931	0	0	52.6341822477	150.7343891963	0	13182.124863898	276.1404881507	105.4652697377	0	277.8215209379	13.1271475757	0	0	0	0	10.0508778931	0	144.3888522976	38.2561593967	146.0378871426	0	84.6338001977	35.7104620798	1442.9967466156
"K01825"	"K01825"	0	0	0	0	0	0	0	0	0	2.9442747476	0	0	0	0	0	4.9304734885	17.9501940924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0172597814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3780835722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.1401733944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5456496042	0	0
"K01834"	"K01834"	99.5678989122	647.6785478829	1338.980856375	648.3000352387	1020.4554806531	6258.741905514	329.7241937016	1974.2614062906	177.7809406578	94.1006878873	75.8600357103	0	917.8591373422	0	321.3016416577	473.0457382484	1582.9269211511	2722.029792252	1354.0639449966	84.8118509792	1256.0356380226	1857.6130305271	18.8751386065	9517.5341589633	834.4262531461	164.5102985855	120.8214710968	92.3407783388	301.1781813899	1698.4317469917	1766.2429756414	1352.8748102063	164.449730667	1155.1730629364	1925.7099071068	331.8664644396	1810.2783679554	407.767369136	1567.9129312353	134.6194179602	185.1630204333	131.3909090554	955.1564405431	1110.4097947378	1854.9219979427	580.712966355	549.7569686929	139.4669006029	778.2256765091	125.8159939626	712.55890855	0	243.2513784194	968.6764901428	5477.7628852864	681.2824325968	950.8117035019	4828.3626456789	1765.4170634365	11275.2824983357	251.6752355386	150.9772921254	1092.0379967714	289.7986564097	32.8938697002	1079.7892960657	159.7738143507	83.9931442636	1028.297893593	13681.1206914631	1510.0932087213	9369.6667658637	595.8432451401	1511.3032051263	730.9351248603	7448.3137039202	0	0	43.6584442237	1271.8779002022	1214.3399103716	378.1665248696	891.7828274706	1796.5100643686	592.0573868214	12050.5955982091	5342.1722147245	4698.5141822317	1519.4629035888	1521.0014597882	550.1374890926	18.0989971998	710.6022681084	1299.9104629289	217.2645987912	67.7943674236	435.639704028	6348.8493604359	1053.6888117309	4381.5382115793	13999.7564636731	5148.7434858131	729.0697739376	12075.1428479638
"K01835"	"K01835"	560.9440151231	0	805.5239792877	172.7506602989	980.3926669066	2019.8623822059	440.1815936594	487.3909286769	538.8336220865	77.2538554765	415.1330723254	2.3017952417	228.7376036109	0	557.8965171661	2666.6060216006	835.5357267791	2131.7053625526	1212.6035218824	198.7210043674	780.8033199435	1727.6640644596	34.4684530504	7248.83151818	450.6505840726	350.9294087339	150.5719289939	240.2162976168	318.6468931914	535.7854680413	468.6454280152	390.3460904481	36.7043893793	1062.0135327061	1660.6246060399	389.0268913407	547.2292639834	613.4547429339	1845.1892800724	226.3778220203	178.9245050237	254.0839500058	388.7689857965	292.5339301709	134.9361476618	664.9182484901	657.9601477959	159.5995219239	856.9771975627	247.8691711281	857.3254289779	0	113.6532776191	672.5149352086	3075.4650488049	381.4516643045	183.676369597	1495.897033052	1404.3072395455	7293.2382257724	261.4276694757	68.0994070706	937.572445676	187.832391295	187.7159571584	1246.992228701	132.1373642523	193.7077107486	730.185112817	2311.0064506385	1401.857519402	5942.9702021371	257.7619595021	548.5171499868	532.2525234643	260.395278467	0	0	14.0028039017	534.5841639228	1362.3035992124	482.1754237186	445.0063779248	817.1656533718	531.8643318309	5833.0747496515	5466.0485529614	3649.3540310003	1059.2504095072	766.4551096996	685.4956307825	18.5905324839	623.2721224181	1018.2679607451	506.4368030453	72.3015251768	587.4912070914	3842.9960846058	1363.8766694925	3606.490643702	170.1471180304	3824.8513065284	682.91197202	905.3323468386
"K01838"	"K01838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6913001527	436.6441351901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7691818944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.7799767669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4866418832	0	0
"K01839"	"K01839"	58.2064199223	725.776414759	196.6857499545	177.9564235089	109.906430722	847.7547989515	0	0	0	56.2850053119	16.222143784	0	11.0735042309	0	70.8147814336	838.6710118523	11.2974613443	39.6593027844	163.0292495595	146.3023405342	87.8230897412	319.269686716	30.9938099942	229.4755438831	51.7020753024	0	0	0	0	255.7266975754	499.1663858132	411.1421886148	40.8888884077	240.3114380246	518.793025976	97.3464187883	488.9494100105	0	9.5316750002	0	0	187.3108224308	956.493242348	917.0270129337	1687.1589477971	46.5963483615	0	7.5786971698	33.2451378745	23.9899942132	70.6871591643	0	136.5871072956	20.97433347	388.9179368458	27.5198900264	365.0079569403	1725.0294335199	68.3798898224	1069.633307553	13.0645685393	0	74.7457739378	16.904482881	0	0	0	5.7747834456	91.2276619899	2488.556891257	56.215888996	1155.0073848401	163.7876129606	663.4456322405	179.824783883	2521.2091065849	0	0	0	92.0636761686	0	7.1309198402	109.727688199	256.4176328104	13.1844164196	14991.1910026099	540.2166694914	194.4693021657	0	461.0248462645	27.0498405172	0	0	0	25.2690578719	0	14.1092670884	388.4509927396	101.3293139775	277.8399485694	0	23.6003366487	87.6447801027	2266.4395255249
"K01840"	"K01840"	153.6837888435	0	181.5129560653	0	326.9093617296	42.6442135768	110.5514658257	0	209.7910722459	13.0116746409	267.2437959422	0	54.6963390235	0	0	0	12.2538032992	677.2054881544	170.2010778761	0	64.8165886196	163.5687705531	0	1815.9223418497	59.1146722133	217.9067639309	22.6166613995	186.6918461874	31.7759376365	244.0017782284	59.2678349098	111.5944144946	0	294.3215402643	217.9524112832	174.5586108502	7.1808247946	244.9587080492	25.0529918879	172.3999470855	7.2362195609	108.3929030806	130.8545688257	233.7227367423	81.5333061428	158.2613342217	90.7755985923	56.0301016985	127.4271352078	202.8723754629	500.4762124716	0	66.4615815052	495.7300468978	1932.1001349042	168.1893921617	7.9314721899	273.0675701615	1254.8531396113	3029.5071330102	172.8128320535	14.498302731	525.2446611743	83.374969965	111.8176863342	511.2438068341	64.0764395683	109.192846618	405.2667118352	452.1033320008	552.9619120121	436.713495666	139.3288516969	137.2359298789	295.8372935229	0	0	0	12.5089945441	533.2425107392	665.1617751939	29.2721548782	155.480515291	166.4501035612	152.3881439173	80.4352449862	1379.5352280759	65.8028089284	211.5001072886	48.9895935592	212.7566328669	0	193.0753188233	21.0179403764	255.7721163228	0	328.7548146038	17.4848746429	470.3316953531	0	122.3830934015	3178.8160329501	365.4902943614	9.3028474377
"K01841"	"K01841"	18.1341800927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
